TierID_TVD;TierID_ITB;GebDat;LaktNr;KalbeDat;BesDat;BesZeit;Experte;VZGNr;BetrNr;SchemaVonDb;DLC_ANMELDUNG_ID;DLC_GP_ID;DLC_DURCHFUEHRUNG_ID;DLC_NRLAKT;DLC_EU;DLC_EU1;DLC_EU2;DLC_EU3;DLC_EU4;DLC_EU5;DLC_EU6;DLC_EU7;DLC_FO;DLC_FO1;DLC_FO2;DLC_FO3;DLC_FO4;DLC_FO5;DLC_FO6;DLC_FU;DLC_FU1;DLC_FU2;DLC_FU3;DLC_HH;DLC_FU4;DLC_KM1;DLC_KM2;DLC_KM3;DLC_P;DLC_UM1;DLC_UM2;DLC_UM3;DLC_UM4;DLC_UM5;DLC_ZI;DLC_ZI1;DLC_ZI2;DLC_ZI3;DLC_ZI4;DLC_ZI5;DLC_ZUSATZZITZEN;DLC_ZUSATZZITZEN_BLIND;DLC_FO7;DLC_FO8;DLC_UM6;DLC_BCS;DLC_RA;DLC_BE;DLC_KM4;DLC_KM5;DLC_KM6;DLC_EU8;DLC_INT;DLC_MC;DLC_FO9;DLC_FO10;DLC_FO11;DLC_FO12;DLC_FO13;DLC_FO14;DLC_FO15;DLC_FO16;DLC_FU5;DLC_FU6;DLC_FU7;DLC_FU8;DLC_FU9;DLC_FU10;DLC_FU11;DLC_UM7;DLC_UM8;DLC_UM9;DLC_UM10;DLC_UM11;DLC_ZI6;DLC_EU9;DLC_FO17;DLC_ZI8;DLC_ZI7;DLC_FOK;DLC_BEK;DLC_EUK;DLC_ZIK;DLC_KM7;DLC_KM8;DLC_KM9;DLC_KM10;DLC_KM11;DLC_KM12;DLC_FUK;DLC_UM12;DLC_KM13;DLC_FO18;DLC_ZWLABEL_ID;DLC_FO19;DLC_FO20;DLC_FO21;DLC_UM13;bugweit;ueberhueftet;beckenGefirstet;unterbunden;weisseFlecken;zuHell;zuDunkel;bluemGurt;eingefallenerMastdarm;verkuerzterUnterkiefer;ausdruck;engesSprunggelenk;kuhhaessig;klauenGespreizt;zwischenklauenwarzen;zehenweit;gangUnregelmaessig;schwellungAmUnterschenkel;gestuft;nacheuterAngehoben;kaltfluss;spaltungSeitlich;fleischig;milchbruechig;zugespitzt;flaschenfoermig;nurVorneLang;stellungNachVorn;dreistrichigkeit;gesenkteLende;weicherRuecken;offenerWiderrist;unregelmaessigerGang;grob;zwischenklauenwarze;gespreizteKlauen;engeSprunggelenke;lockereKnie1;zehenweitVorn;aufgesetzerSchwanzans;schmaleLende;zuWenigGedeckt;bemerkungenZuDenZitzen;zitzenTrichterfoermig;zitzenUnterbunden;zitzenSeitlichEng;zitzenHintenEng;zitzenHintenWeit;zitzenGespreizt;afterzitzen;engesBecken;klauenzwang;zwischenzitzen;vielEutervolumen;hintenEng;seitlichZuwenigGespalten;gestuftesVoreuter;bemerkungenZumEuter;zitzenSchraeg;Kraempfig;zuHoherHuefthoecker;hoherSchwanz;kopfGrobKurz;kurzerDickerHals;schulterBugweit;volleSprunggelenke;hiSchulterSchwach;schwacherRuecken;karpfigerRuecken;hohesBecken;schwachesNacheuter;hintereZitzenZuWeitHinten;vorneNichtAusgeglichen;vorneRund;zuWenigKapazitaet;zuWenigGeteilt;hintenNichtAusgeglichen;kurzesVoreuter;zuVielKapazitaet;nachAussenVorn;unerwuenschterKopf;schraegesGesicht;engeHerzpartie;hueftgelenkZuWeitHinten;groberSchwanz;eingedrueckterSchwanz;eingefMastdarm;seitlichEng;blindeAfterzitzen;ohneKanal;seitlichSehrWeit;lebendeAfterzitzen;zitzenNichtSenkrecht;trichterfoermig;astloch;doppelzitze;hintenAngehoben;wenigFarbe;unausgeglichen;schwacheLende;weicheFesseln;unproduktiverViertel;grobeZitzen;zuFeineZitzen;zitzenZugespitzt;XBeinevorn;steileFesseln;blind;einhodig;lockereKnie2;charakter;umdreherZuWeitHinten;nichtRgswuerdig;schwarzeFlecken;Nacheuterverbindung;DruesigkeitEutertextur;DruesigkeitEutertexturPlus;DruesigkeitEutertexturMinus;ausdruckPlus;ausdruckMinus;Schema
CH117000001288;TGRCHEF117000001288;19880302;2;19910806;19931112;;40;828;900;;;;;2;4;;;;;;;;3;;;;;;4;4;;;;;;112;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120013992627;TGRCHEF120013992627;20011107;2;20040730;20050404;;40;828;3;;;;;2;;;;;;;;;;;;;;;;;;;;;;112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH820000941224;TGRCHEF820000941224;19940911;1;19971018;19980122;;40;825;900;;;;;1;3;;;;;;;;3;;;;;;3;4;;;;;;127;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH820000103660;TGRCHEF820000103660;19971117;2;20010412;20011215;;40;828;56;;;;;2;;;;;;;;;;;;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120002945597;TGRCHEF120002945597;19940519;1;19960802;19980206;;40;828;63;;;;;1;3;;;;;;;;4;;;;;;3;3;;;;;;121;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120016299310;TGRCHEF120016299310;19900220;2;19931115;19931117;;40;828;900;;;;;2;4;;;;;;;;3;;;;;;4;4;;;;;;114;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH820000102120;TGRCHEF820000102120;19970308;2;20011127;20020510;;40;828;129;;;;;2;;;;;;;;;;;;;;;;;;;;;;121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120115200873;TGRCHEF120115200873;20140316;1;20160123;20160319;;40;828;58;;;;;1;4;;;;;;;;4;;;;;;4;4;;;;;;118;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120000158005;TGRCHEF120000158005;20001030;1;20030520;20040505;;40;825;900;;;;;1;;;;;;;;;;;;;;;;;;;;;;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH820000941422;TGRCHEF820000941422;19941025;1;19971023;19980122;;40;828;900;;;;;1;4;;;;;;;;4;;;;;;3;3;;;;;;125;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120091326536;TGRCHEF120091326536;20110506;2;20130614;20140320;;40;828;70;;;;;2;3;;;;;;;;4;;;;;;4;4;;;;;;116;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120029475312;TGRCHEF120029475312;20030322;1;20050708;20060511;;40;828;900;;;;;1;;;;;;;;;;;;;;;;;;;;;;121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH117000940099;TGRCHEF117000940099;19940112;2;20000517;20030513;;40;828;900;;;;;2;;;;;;;;;;;;;;;;;;;;;;121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH820000106449;XXXCHEF820000106449;19990504;1;20010814;20020415;;40;828;900;;;;;1;;;;;;;;;;;;;;;;;;;;;;114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120000496312;TGRCHEF120000496312;19991106;1;20030107;20030327;;40;828;900;;;;;1;;;;;;;;;;;;;;;;;;;;;;119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120039615289;TGRCHEF120039615289;20030803;3;20070417;20070419;;40;828;900;;;;;3;;;;;;;;;;;;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH110702088847;BSWCHEF110702088847;19930915;1;19960507;19960703;0805;14;702;48;;431;;;1;;6;6;7;6;6;7;4;;3;7;5;4;4;4;;6;8;3;00000;3;132;50;181;;1;1;3;3;1;;5;5;3;3;4;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IT210007986969;BSWITAF021000798696;20000427;4;20051029;20051115;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MB 89 86 89 90 89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE009419181554;BSWDEUF000941918155;20071003;2;20111222;20120101;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DE 98-96-96-95 / 96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120057426577;TGRCHEF120057426577;20060510;2;20090428;20100414;;40;828;76;;;;;2;;;;;;;;;;;;;;;;;;;;;;122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH820000101093;TGRCHEF820000101093;19971018;2;20010125;20011205;;40;828;900;;;;;2;;;;;;;;;;;;;;;;;;;;;;128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120011088773;TGRCHEF120011088773;20010326;1;20030910;20040322;;40;828;900;;;;;1;;;;;;;;;;;;;;;;;;;;;;114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120009364469;TGRCHEF120009364469;20001202;1;20031031;20040225;;40;828;900;;;;;1;;;;;;;;;;;;;;;;;;;;;;127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120013280441;TGRCHEF120013280441;20001116;3;20040424;20040521;;40;825;900;;;;;3;;;;;;;;;;;;;;;;;;;;;;122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT000934548768;TGRAUTF000093454876;19871028;4;19930925;19940301;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AT 8 7 7 9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120100071242;TGRCHEF120100071242;20111104;2;20141220;20150224;;40;828;77;;;;;2;4;;;;;;;;4;;;;;;4;4;;;;;;119;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120091653335;TGRCHEF120091653335;20111026;1;20140307;20140417;;40;828;196;;;;;1;4;;;;;;;;4;;;;;;4;4;;;;;;114;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120093007426;TGRCHEF120093007426;20110206;1;20121218;20130213;;40;828;177;;;;;1;4;;;;;;;;4;;;;;;4;4;;;;;;121;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
US000008990297;BSWUSAF000000899029;20000908;1;20030107;20040101;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US 92 93 90 90 90 EX91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH820000006695;TGRCHEF820000006695;19900101;2;19921112;19931117;;40;825;900;;;;;2;;;;;;;;;4;;;;;;5;4;;;;;;125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120000018750;HWDCHEF120000018750;19930310;1;19950101;19950628;;28;826;76;;;;;1;85;7;;;;5;;8;;;6;;5;4;5;95;5;;5;;5;;;;92;;;;;;95;3;4;6;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH117000952122;TGRCHEF117000952122;19950529;2;19981009;20020319;;40;828;900;;;;;2;;;;;;;;;;;;;;;;;;;;;;118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120015487565;TGRCHEF120015487565;19950624;1;19990202;19990415;;40;399;21;;;;;1;3;;;;;;;;2;;;;;;3;3;;;;;;123;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FR021305911832;BSWFRAF002130591183;20111209;1;20140410;20150101;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FR 85 88 85 87 7 86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE009754553184;BSWDEUF000975455318;20110213;1;20131012;20131212;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; DE 89 84 89 89 (89);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120056580461;TGRCHEF120056580461;19930131;1;19950702;19980709;;40;825;900;;;;;1;3;;;;;;;;3;;;;;;3;3;;;;;;116;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120036246288;TGRCHEF120036246288;20050118;2;20080228;20080329;;40;828;17;;;;;2;;;;;;;;;;;;;;;;;;;;;;119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120061975108;TGRCHEF120061975108;20071128;1;20101029;20110114;;40;828;129;;;;;1;;;;;;;;;;;;;;;;;;;;;;119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT006779719141;BSWAUTF000677971914;20080128;2;20110916;20120301;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AT 90 88 88 90 89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120041125806;TGRCHEF120041125806;20040803;1;20070918;20080314;;40;825;73;;;;;1;;;;;;;;;;;;;;;;;;;;;;122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120010189693;HWDCHEF120010189693;19881112;4;19950101;19951211;;28;;;;;;;3;75;6;7;;;5;;7;85;;5;;5;7;7;75;5;;4;;5;118;171;;78;;;;;;75;8;6;5;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120101984138;TGRCHEF120101984138;20120315;3;20150320;20150420;;40;828;30;;;;;3;4;;;;;;;;4;;;;;;3;4;;;;;;115;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120093046128;TGRCHEF120093046128;20101120;1;20130715;20131121;;40;828;165;;;;;1;5;;;;;;;;4;;;;;;3;4;;;;;;118;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120046048117;TGRCHEF120046048117;20060208;2;20090208;20090402;;40;828;72;;;;;2;;;;;;;;;;;;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
